AIRPORT_ID,DESCRIPTION,ICAO_CODE,USABLE_FOR_WEATHER,STATUS_REASON,MATCH_METHOD,CONFIDENCE
10707,"Boma, Congo (Kinshasa): Boma Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10708,"Bora Bora, French Polynesia: Bora Bora Motu Mute",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10709,"Bocas del Toro, Panama: Jose Ezequiel Hall",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10710,"Bordeaux, France: Bordeaux Merignac",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10711,"Bogota, Colombia: El Dorado International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10712,"Bournemouth, United Kingdom: Bournemouth Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10713,BOI,KBOI,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10714,"Burgas, Bulgaria: Burgas Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10715,"Brookings, OR: Brookings Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10716,"Mumbai, India: Chhatrapati Shivaji Maharaj International",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10717,"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo International",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10718,"Bodo, Norway: Bodo Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10719,"Boku, Papua New Guinea: Boku Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10720,"Belfort, France: Fontaine",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10721,BOS,KBOS,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10722,"Bartow, FL: Bartow Executive",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10723,"Borroloola, Australia: Borroloola Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10724,"Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10725,"Bislig, Philippines: Bislig Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10726,"Balikpapan, Indonesia: Sultan Aji Muhammad Sulaiman Sepinggan",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10727,"Porto Seguro, Brazil: Porto Seguro Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10728,"Beaumont/Port Arthur, TX: Jack Brooks Regional",KBPT,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10729,"Baler, Philippines: Baler Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10730,"London, United Kingdom: Biggin Hill",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10731,"Brunswick, GA: Brunswick Golden Isles",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10732,"Aguadilla, PR: Rafael Hernandez",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10733,"Blagoveschensk, Russia: Ignatyevo",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10734,"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10735,"Bartlett Cove, AK: Bartlett Cove Seaplane Base",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,NO_MATCH,UNKNOWN
10736,"Parana, Brazil: Regional de Pato Branco",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10737,"Barreiras, Brazil: Dom Ricardo Webererger",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10738,"San Carlos de Bariloche, Argentina: San Carlos de Bariloche Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10739,"Brainerd, MN: Brainerd Lakes Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10740,"Bremen, Germany: Bremen Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10741,"Whitesburg, KY: Whitesburg Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10742,"Bari, Italy: Bari Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10743,"Bourke, Australia: Bourke Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10744,"Burlington, IA: Southeast Iowa Regional",KBTV,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10745,"Barquisimeto, Venezuela: Barquisimeto International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10746,"Berne, Switzerland: Bern",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10747,"Brownsville, TX: Brownsville South Padre Island International",KBRO,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10748,"Brno, Czech Republic: Turany",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10749,"Barra, United Kingdom: Barra Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10750,"Bristol, United Kingdom: Bristol Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10751,"Bathurst Island, Australia: Bathurst Island Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10752,"Brussels, Belgium: Brussels National",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10753,"Bremerhaven, Germany: Bremerhaven Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10754,"Barrow, AK: Wiley Post/Will Rogers Memorial",PABR,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10755,"Barahona, Dominican Republic: Barahona Habanero",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10756,"Bardstown, KY: Samuels Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10757,"Bosaso, Somalia: Bosaso Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10758,"Brasilia, Brazil: Presidente Juscelino Kubitschek International",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10759,"Baoshan, China: Baoshan Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10760,"Bata, Equatorial Guinea: Bata Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10761,"Biskra, Algeria: Mohamed Khider",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10762,"Mulhouse, France: EuroAirport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10763,"Austin, TX: Bergstrom AFB",KAUS,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10764,"Basco, Philippines: Basco Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10765,"Bisbee, AZ: Bisbee Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10766,"Basra, Iraq: Basrah International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10767,"Balsas, Brazil: Balsas Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10768,"Basankusu, Congo (Kinshasa): Basankusu Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10769,"Boswell Bay, AK: Boswell Bay Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10770,"Bartletts, AK: Bartletts Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10771,"Bertoua, Cameroon: Bertoua Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10772,"Batticaloa, Sri Lanka: Batticaloa Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10773,"Bonthe, Sierra Leone: Bonthe Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10774,"Batu Besar, Indonesia: Batu Besar Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10775,"Barter Island, AK: Barter Island Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10776,"Banda Aceh, Indonesia: Sultan Iskandar Muda",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10777,"Bratsk, Russia: Bratsk Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10778,"Battle Creek, MI: Battle Creek Executive at Kellogg Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10779,"Butte, MT: Bert Mooney",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10780,"Butler, PA: Pittsburgh Butler Regional",KPIT,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10781,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",KBTR,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10782,"Bratislava, Slovakia: M R Stefanik",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10783,"Bettles, AK: Bettles Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10784,"Bintulu, Malaysia: Bintulu Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10785,"Burlington, VT: Patrick Leahy Burlington International",KBTV,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10786,"Beatty, NV: Beatty Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10787,"Bursa, Turkey: Bursa Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10788,"Buka Islands, Papua New Guinea: Buka",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10789,"Burketown, Australia: Burketown Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10790,"Budapest, Hungary: Budapest Liszt Ferenc International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10791,"Buenos Aires, Argentina: Buenos Aires Metropolitan Area",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10792,BUF,KBUF,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10793,"Benguela, Angola: 17 de Setembro",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10794,"Bucharest, Romania: Bucharest Metropolitan Area",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10795,"Bulolo, Papua New Guinea: Bulolo Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10796,"Butler, MO: Butler Memorial",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10797,"Buenaventura, Colombia: Gerardo Tobar Lopez",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10798,"Burao, Somalia: Burao Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10799,"Bulawayo, Zimbabwe: J. M. Nkomo International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10800,"Burbank, CA: Bob Hope",KBUR,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10801,"Batumi, Georgia: Batumi Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10802,"Buyo, Cote d'Ivoire: Buyo Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10803,"Bella Union, Uruguay: Bella Union Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10804,"Bunia, Congo (Kinshasa): Bunia Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10805,"Bunbury, Australia: Bunbury Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10806,"Bushehr, Iran: Bushehr Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10807,"Beauvais, France: Beauvais Tille",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10808,"Boa Vista, Brazil: Atlas Brasil Cantanhede",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10809,"Beaver Inlet, AK: Beaver Inlet Seaport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10810,"Birdsville, Australia: Birdsville Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10811,"Bartlesville, OK: Bartlesville Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10812,"St. James, MI: Beaver Island",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10814,"Batesville, AR: Batesville Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10815,"Beverly, MA: Beverly Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10816,"Bhairawa, Nepal: Gautam Buddha",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10817,"Brownwood, TX: Brownwood Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10818,"Braunschweig, Germany: Braunschweig/Wolfsburg",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10819,"Bowling Green, KY: Bowling Green-Warren County Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10820,"Butterworth, Malaysia: Butterworth Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10821,BWI,KDCA,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10822,"Bawan, Papua New Guinea: Bawan Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10823,"Bowman, ND: Bowman Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10824,"Bandar Seri Begawan, Brunei: Brunei International",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10825,"Blaine, WA: Blaine Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10826,"Burnie, Australia: Wynyard",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10827,"Woodbridge, United Kingdom: RAF Bentwaters",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10828,"Boxborough, MA: Sheraton Inn Heliport",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,NO_MATCH,UNKNOWN
10829,"Bade, Indonesia: Bade Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10830,"Bakel, Senegal: Bakel Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10832,"Borrego Springs, CA: Borrego Valley",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10833,"Butuan, Philippines: Bancasi",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10834,"Boundary, AK: Boundary Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10835,"Yacuiba, Bolivia: Yacuiba Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10836,"Rock Hill, SC: Rock Hill/York County/Bryant Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10837,"Buffalo, WY: Johnson County",KBUF,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10838,"Blytheville, AR: Arkansas International",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10839,"Burley/Rupert, ID: Burley Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10840,"Bouake, Cote d'Ivoire: Bouake Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10841,"Boyne Falls, MI: Boyne Mountain",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10842,"Bantry, Ireland: Bantry Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10843,"Bayreuth, Germany: Bayreuth Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10844,"Blakely Island, WA: Blakely Island Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10845,"Bonanza, Nicaragua: Bonanza Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10846,"Belize City, Belize: Philip S. W. Goldson International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10847,"Bydgoszcz, Poland: Bydgoszcz Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10848,"Balikesir, Turkey: Balikesir Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10849,"Bozeman, MT: Bozeman Yellowstone International",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10850,"Bolzano, Italy: Bolzano Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10851,"Beziers, France: Beziers Vias",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10852,"Washington, DC: Buzzards Point Seaplane Base",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,NON_US_STATE,UNKNOWN
10853,"Brazoria, TX: Eagle Air Park",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10854,"Brazzaville, Congo (Brazaville): Maya Maya",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10856,"Brize Norton, United Kingdom: Brize Norton Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10857,"Camarillo, CA: Camarillo Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10858,"Bakersfield, CA: Bakersfield Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10859,"Koala Mine, Canada: Koala Mine Airport",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,INTERNATIONAL,UNKNOWN
10860,"Lake Simcoe, Canada: Lake Simcoe Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10861,"Thetford Mines, Canada: Thetford Mines Airport",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,INTERNATIONAL,UNKNOWN
10862,"Pelee Island, Canada: Pelee Island Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10863,"Calgary, Canada: Calgary Springbank",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10865,"Cabinda, Angola: Cabinda Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10866,"Cascavel, Brazil: Aeroporto Regional Do Oeste",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10867,"Cadillac, MI: Wexford County",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10868,CAE,KCAE,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10869,"Carauari, Brazil: Carauari Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10870,"Cagliari, Italy: Elmas",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10871,"Ca Mau, Vietnam: Ca Mau Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10872,"Cairo, Egypt: Cairo International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10873,"Canaima, Venezuela: Canaima Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10874,"Akron, OH: Akron-Canton Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10875,"Campbeltown, United Kingdom: Campbeltown Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10876,"Camiri, Bolivia: Choreti",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10877,"Guangzhou, China: Baiyun",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10878,"Cap-Haitien, Haiti: Cap-Haitien International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10879,"Caribou, ME: Caribou Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10880,"Casablanca, Morocco: Anfa",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10881,"New Bight, The Bahamas: New Bight Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10882,"Campos, Brazil: Bartolomeu Lisandro",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10883,"Carlisle, United Kingdom: Carlisle Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10884,"Cayenne, French Guiana: Cayenne Felix Eboue",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10885,"Cobar, Australia: Cobar Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10886,"Corner Bay, AK: Corner Bay Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10887,"Cochabamba, Bolivia: Jorge Wilstermann International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10888,"Cumberland, MD: Greater Cumberland Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10889,"Council Bluffs, IA: Council Bluffs Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10890,"Cambridge, United Kingdom: Cambridge Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10891,"Colomb-Bechar, Algeria: Bechar/Leger",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10892,"Colby, KS: Murray",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10893,"Ciudad Bolivar, Venezuela: Ciudad Bolivar Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10894,"Columbus, MS: Columbus AFB",KCMH,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10895,"Cotabato, Philippines: Cotabato Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10896,"Calabar, Nigeria: Margaret Ekpo International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10897,"Canberra, Australia: Canberra Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10898,"Coban, Guatemala: Coban Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10899,"Canobie, Australia: Canobie Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10900,"Cayo Coco, Cuba: Jardines del Rey International",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10902,"Carcassonne, France: Carcassonne Salvaza",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10903,"Chile Chico, Chile: Chile Chico Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10904,"Concordia, Brazil: Olavo Cecco Rigon",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10905,"Calicut, India: Calicut International",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10906,"West Island, Cocos (Keeling) Islands: Cocos Keeling Islands",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10907,"Crisciuma, Brazil: Criciuma",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10908,"Chakhcharan, Afghanistan: Chaghcharan",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10909,"Concepcion, Chile: Carriel Sur International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10910,"Concord, CA: Buchanan Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10911,"Caracas, Venezuela: Simon Bolivar International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10912,"Kolkata, India: Netaji Subhash Chandra Bose International",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10914,"Caceres, Brazil: Caceres Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10915,"Charles City, IA: Northeast Iowa Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10916,"Chub Cay, The Bahamas: Chub Cay Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10917,"Cold Bay, AK: Cold Bay Airport",PACD,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10918,"Cedar City, UT: Cedar City Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10919,"Cortina d'Ampezzo, Italy: Cortina d'Ampezzo Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10920,"Paris, France: Charles de Gaulle",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10921,"Camden, AR: Harrell Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10922,"Conceicao Do Araguaia, Brazil: Conceicao Do Araguaia Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10923,"Candle, AK: Candle 2",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10924,"Camden, SC: Woodward Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10925,"Chadron, NE: Chadron Municipal",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10926,"Cordova, AK: Merle K Mudhole Smith",PACV,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
